Team,Player,x,y,xG,Distance,Outcome,Body Part,Shot Type
Tottenham Hotspur,Ben Davies,102.5,30.3,0.10011574,20.008498194517248,Blocked,Left Foot,Open Play
Tottenham Hotspur,Ben Davies,112.2,26.0,0.052077226,16.0262285020525,Saved,Left Foot,Open Play
Tottenham Hotspur,Nacer Chadli,113.7,47.1,0.11686501,9.492101980067428,Off T,Head,Open Play
Watford,Almen Abdi,97.2,64.1,0.015180976,33.17604557508323,Off T,Right Foot,Open Play
Tottenham Hotspur,Erik Lamela,105.2,60.2,0.0076306253,25.041565446273523,Saved,Left Foot,Open Play
Tottenham Hotspur,Harry Kane,112.4,43.8,0.13753642,8.497058314499194,Off T,Right Foot,Open Play
Tottenham Hotspur,Erik Lamela,115.9,52.7,0.025354078,13.345411196362592,Blocked,Left Foot,Open Play
Tottenham Hotspur,Eric Dier,90.1,49.7,0.020455351,31.434057962662095,Off T,Left Foot,Open Play
Tottenham Hotspur,Toby Alderweireld,106.7,38.3,0.072435185,13.408206442324788,Blocked,Left Foot,Open Play
Tottenham Hotspur,Mousa Sidi Yaya Dembélé,95.2,30.3,0.0297229,26.629494925739763,Blocked,Left Foot,Open Play
Tottenham Hotspur,Erik Lamela,107.9,22.0,0.0131970085,21.688937272259327,Saved,Left Foot,Open Play
Tottenham Hotspur,Kieran Trippier,116.3,45.2,0.63569576,6.382005954243544,Goal,Right Foot,Open Play
Tottenham Hotspur,Erik Lamela,108.4,53.0,0.094085954,17.422973339817744,Off T,Right Foot,Open Play
Tottenham Hotspur,Eric Dier,91.1,51.4,0.031470716,31.067185260335386,Blocked,Right Foot,Open Play
Tottenham Hotspur,Eric Dier,109.7,53.3,0.023176745,16.822009392459627,Blocked,Head,Open Play
Tottenham Hotspur,Kevin Wimmer,107.6,45.0,0.09628442,13.37011593068662,Wayward,Right Foot,Open Play
Tottenham Hotspur,Heung-Min Son,110.3,55.2,0.05933667,18.03136156811238,Saved,Right Foot,Open Play
Watford,Odion Jude Ighalo,101.4,30.5,0.026761059,20.885641000457703,Blocked,Left Foot,Open Play
Tottenham Hotspur,Christian Dannemann Eriksen,95.7,44.0,0.049578797,24.627017683836584,Blocked,Right Foot,Open Play
Tottenham Hotspur,Ben Davies,111.1,34.0,0.24178866,10.73359212938521,Saved,Left Foot,Open Play
Watford,Odion Jude Ighalo,106.3,43.6,0.052703496,14.165097952361645,Off T,Right Foot,Open Play
Manchester United,Anthony Martial,90.7,30.1,0.030650595,30.927334188384226,Saved,Right Foot,Open Play
West Bromwich Albion,Craig Dawson,114.1,40.4,0.18752408,5.913543776789013,Off T,Head,Open Play
West Bromwich Albion,Saido Berahino,103.6,41.5,0.081856795,16.46845469374708,Blocked,Right Foot,Open Play
West Bromwich Albion,Craig Dawson,93.1,53.8,0.035765097,30.23325983085516,Off T,Right Foot,Open Play
West Bromwich Albion,Saido Berahino,113.2,45.0,0.10672298,8.440379138403674,Blocked,Right Foot,Open Play
West Bromwich Albion,Stéphane Sessègnon,92.3,46.2,0.028734146,28.385383562671834,Saved,Right Foot,Open Play
Manchester United,Anthony Martial,106.3,33.8,0.13050734,15.037619492459573,Blocked,Right Foot,Open Play
West Bromwich Albion,Craig Gardner,103.2,58.6,0.012425728,25.063918289046505,Blocked,Left Foot,Open Play
Manchester United,Marcus Rashford,102.6,38.7,0.0688442,17.44849563716025,Blocked,Left Foot,Open Play
Manchester United,Jesse Lingard,98.7,19.1,0.010902795,29.841246622753545,Off T,Right Foot,Open Play
West Bromwich Albion,Stéphane Sessègnon,95.1,24.6,0.020669255,29.277465737320917,Blocked,Right Foot,Open Play
Manchester United,Ander Herrera Agüera,99.3,37.3,0.08229778,20.875344308537766,Blocked,Right Foot,Free Kick
Manchester United,Jesse Lingard,108.3,23.2,0.03670945,20.472664701987384,Blocked,Right Foot,Open Play
West Bromwich Albion,Saido Berahino,107.1,35.4,0.07210854,13.695619737711768,Off T,Right Foot,Open Play
West Bromwich Albion,José Salomón Rondón Giménez,108.7,42.5,0.1770564,11.573245007343443,Goal,Left Foot,Open Play
Manchester United,Timothy Evans Fosu-Mensah,92.2,45.3,0.01925383,28.30070670495703,Wayward,Right Foot,Open Play
West Bromwich Albion,Stéphane Sessègnon,95.3,43.4,0.03720144,24.932909978580522,Blocked,Right Foot,Open Play
Aston Villa,Jordan Ayew,96.1,45.0,0.07341714,24.41741182025647,Saved,Right Foot,Open Play
Aston Villa,Leandro Bacuna,93.7,30.9,0.02352739,27.82984010015149,Blocked,Left Foot,Open Play
Aston Villa,Jordan Ayew,103.7,25.3,0.01943056,21.94948746554233,Blocked,Right Foot,Open Play
West Bromwich Albion,Craig Gardner,110.4,30.0,0.06336194,13.862178760930762,Wayward,Head,Open Play
Aston Villa,Leandro Bacuna,98.8,58.1,0.014480302,27.875616585108933,Wayward,Left Foot,Open Play
Aston Villa,Libor Kozák,107.1,42.2,0.053335395,13.086252328302406,Blocked,Left Foot,Open Play
West Bromwich Albion,Craig Dawson,115.6,36.2,0.19248432,5.8137767414994554,Off T,Head,Open Play
West Bromwich Albion,Stéphane Sessègnon,91.3,50.4,0.022654466,30.526218239408564,Off T,Right Foot,Open Play
West Bromwich Albion,José Salomón Rondón Giménez,110.0,48.1,0.15298752,12.868954891520913,Off T,Right Foot,Open Play
Aston Villa,Ashley Westwood,86.0,41.2,0.020124162,34.02116987994387,Saved,Right Foot,Open Play
Aston Villa,Rudy Gestede,110.3,39.2,0.07222003,9.73293378175358,Off T,Head,Open Play
Aston Villa,Jordan Ayew,103.0,33.2,0.051818598,18.309560344257314,Blocked,Right Foot,Open Play
Aston Villa,Rudy Gestede,109.2,36.2,0.04709937,11.449017425089366,Off T,Head,Open Play
Aston Villa,Jordan Ayew,107.0,25.8,0.06892626,19.252012881774206,Blocked,Right Foot,Open Play
Aston Villa,Ashley Westwood,95.7,28.5,0.03552982,26.88382413273826,Saved,Right Foot,Open Play
Aston Villa,Micah Richards,109.0,41.8,0.043276917,11.146299834474219,Off T,Head,Open Play
Aston Villa,Leandro Bacuna,96.0,29.3,0.036055636,26.277176408434755,Wayward,Right Foot,Open Play
Aston Villa,Jordan Veretout,97.7,56.2,0.02177629,27.56320010448714,Blocked,Right Foot,Open Play
Aston Villa,Idrissa Gana Gueye,89.2,36.8,0.024015209,30.965787572739046,Off T,Right Foot,Open Play
Aston Villa,Leandro Bacuna,95.6,53.0,0.027823985,27.647061326658214,Off T,Right Foot,Open Play
West Ham United,Andy Carroll,113.1,40.8,0.3316474,6.946221994724907,Goal,Left Foot,Open Play
West Ham United,Dimitri Payet,103.8,35.5,0.12322736,16.81338752304247,Blocked,Right Foot,Open Play
Watford,José Manuel Jurado Marín,94.1,35.6,0.05152151,26.27108676853701,Saved,Right Foot,Open Play
West Ham United,Dimitri Payet,84.7,42.1,0.021065963,35.36240942017384,Saved,Right Foot,Free Kick
Watford,Craig Cathcart,98.1,34.3,0.034049794,22.62962659877534,Blocked,Right Foot,Open Play
West Ham United,Mark Noble,96.4,41.2,0.053539455,23.630488780387083,Blocked,Right Foot,Open Play
West Ham United,Andy Carroll,113.0,45.6,0.0794329,8.964373932405989,Off T,Head,Open Play
West Ham United,Dimitri Payet,95.2,40.9,0.043438505,24.816325271885034,Off T,Right Foot,Open Play
Watford,Nordin Amrabat,96.3,25.2,0.023890559,27.941546127585713,Saved,Right Foot,Open Play
West Ham United,Dimitri Payet,100.0,28.7,0.06195812,22.97150408658519,Off T,Right Foot,Open Play
West Ham United,Diafra Sakho,103.6,52.8,0.040584765,20.803845798313354,Saved,Right Foot,Open Play
West Ham United,Mark Noble,108.1,40.3,0.7835,11.90378091196239,Goal,Right Foot,Penalty
West Ham United,Manuel Lanzini,109.2,42.9,0.3669813,11.182575731914358,Off T,Right Foot,Open Play
West Ham United,Diafra Sakho,114.0,50.8,0.24116261,12.354756169184398,Wayward,Right Foot,Open Play
Watford,Almen Abdi,109.5,39.0,0.34636688,10.547511554864494,Off T,Right Foot,Open Play
West Ham United,Mark Noble,107.8,40.0,0.7835,12.200000000000003,Goal,Right Foot,Penalty
West Ham United,Cheikhou Kouyaté,103.0,35.3,0.09094699,17.63774361986249,Blocked,Right Foot,Open Play
Watford,Sebastian Prödl,108.2,39.3,0.07294059,11.820744477400734,Goal,Left Foot,Open Play
West Ham United,Winston Reid,102.6,39.0,0.07127398,17.42871194322748,Blocked,Left Foot,Open Play
West Ham United,Andy Carroll,104.5,39.5,0.020699916,15.508062419270823,Saved,Head,Open Play
Watford,Steven Berghuis,94.8,58.9,0.0092663625,31.500000000000004,Off T,Left Foot,Open Play
West Ham United,Victor Moses,103.9,47.9,0.24709813,17.933767033169573,Saved,Right Foot,Open Play
West Ham United,Manuel Lanzini,102.7,48.9,0.23387033,19.455076458343715,Off T,Right Foot,Open Play
West Ham United,Manuel Lanzini,97.8,38.7,0.043646313,22.238030488332374,Blocked,Right Foot,Open Play
Watford,Troy Deeney,108.4,40.2,0.7835,11.601724009818534,Saved,Right Foot,Penalty
Liverpool,Philippe Coutinho Correia,106.2,27.7,0.061071385,18.48594060360467,Blocked,Right Foot,Open Play
Tottenham Hotspur,Christian Dannemann Eriksen,102.8,45.8,0.09165921,18.151583952922678,Saved,Left Foot,Open Play
Liverpool,James Philip Milner,107.4,40.2,0.13996398,12.601587201618685,Blocked,Left Foot,Open Play
Liverpool,Philippe Coutinho Correia,99.2,37.8,0.057254776,20.916022566444127,Saved,Right Foot,Open Play
Tottenham Hotspur,Heung-Min Son,81.6,36.9,0.007861495,38.52492699538833,Blocked,Left Foot,Open Play
Tottenham Hotspur,Heung-Min Son,96.4,33.8,0.047304213,24.400819658363933,Blocked,Left Foot,Open Play
Tottenham Hotspur,Harry Kane,109.2,52.7,0.12947446,16.671232707871365,Off T,Right Foot,Open Play
Liverpool,Daniel Andre Sturridge,105.0,30.5,0.13927536,17.755280904564703,Saved,Left Foot,Open Play
Liverpool,Alberto Moreno Pérez,90.2,30.1,0.011919216,31.401433088316207,Blocked,Left Foot,Open Play
Liverpool,Adam David Lallana,101.7,37.0,0.052070353,18.544271352630705,Saved,Right Foot,Open Play
Tottenham Hotspur,Harry Kane,105.0,50.9,0.1637182,18.542114226808117,Blocked,Right Foot,Open Play
Liverpool,Adam David Lallana,114.2,44.6,0.16374137,7.402702209328698,Saved,Right Foot,Open Play
Tottenham Hotspur,Bamidele Alli,84.3,38.2,0.01768654,35.74534934785223,Saved,Right Foot,Open Play
Tottenham Hotspur,Bamidele Alli,113.3,38.5,0.2606968,6.865857557508751,Wayward,Head,Open Play
Tottenham Hotspur,Harry Kane,94.3,33.4,0.034866434,26.53394052906579,Blocked,Right Foot,Open Play
Liverpool,Philippe Coutinho Correia,103.4,37.0,0.1671873,16.86890630716763,Goal,Right Foot,Open Play
Tottenham Hotspur,Toby Alderweireld,111.7,43.0,0.07350449,8.825531145489203,Wayward,Head,Open Play
Tottenham Hotspur,Bamidele Alli,97.9,28.7,0.034932226,24.821361767638773,Blocked,Right Foot,Open Play
Liverpool,Daniel Andre Sturridge,113.0,42.7,0.1960939,7.502666192761079,Off T,Head,Open Play
Tottenham Hotspur,Heung-Min Son,113.9,43.4,0.3829734,6.983552104767309,Off T,Right Foot,Open Play
Tottenham Hotspur,Harry Kane,109.3,29.5,0.18191066,14.991330828182003,Goal,Right Foot,Open Play
Tottenham Hotspur,Christian Dannemann Eriksen,96.3,43.9,0.047212664,24.01874268149772,Saved,Right Foot,Open Play
Tottenham Hotspur,Toby Alderweireld,100.4,25.9,0.023109062,24.144771690782246,Off T,Left Foot,Open Play
Liverpool,Jordan Brian Henderson,96.7,47.6,0.024554579,24.508161905781506,Blocked,Right Foot,Open Play
Liverpool,Jordan Brian Henderson,106.2,51.8,0.042088374,18.157092278225605,Blocked,Right Foot,Open Play
Liverpool,Divock Okoth Origi,110.4,52.8,0.081990466,15.999999999999995,Saved,Right Foot,Open Play
Liverpool,Philippe Coutinho Correia,103.5,34.8,0.06616985,17.3,Off T,Right Foot,Open Play
Liverpool,Philippe Coutinho Correia,99.7,28.6,0.029979607,23.281967270830012,Blocked,Right Foot,Open Play
Liverpool,Jordan Brian Henderson,92.5,32.7,0.03270807,28.452416417590968,Saved,Right Foot,Open Play
Tottenham Hotspur,Eric Dier,92.6,46.9,0.041728318,28.255441953719295,Blocked,Right Foot,Open Play
Tottenham Hotspur,Christian Dannemann Eriksen,87.6,38.0,0.026732702,32.461669704437575,Off T,Right Foot,Free Kick
Tottenham Hotspur,Mousa Sidi Yaya Dembélé,96.7,28.0,0.027266596,26.208586379276543,Saved,Left Foot,Open Play
Tottenham Hotspur,Toby Alderweireld,113.7,47.0,0.097151525,9.417536832951596,Off T,Head,Open Play
Manchester United,Marouane Fellaini-Bakkioui,114.8,32.3,0.049276646,9.291393867445297,Blocked,Head,Open Play
Manchester United,Wayne Mark Rooney,108.0,39.9,0.7835,12.000416659433121,Goal,Right Foot,Penalty
Manchester United,Marouane Fellaini-Bakkioui,105.1,50.4,0.058287065,18.17058061813106,Blocked,Left Foot,Open Play
Manchester United,Wayne Mark Rooney,105.5,25.9,0.109250166,20.225231766286388,Off T,Left Foot,Open Play
Newcastle United,Georginio Wijnaldum,105.2,44.5,0.24690449,15.469001260585634,Saved,Right Foot,Open Play
Manchester United,Matteo Darmian,90.3,24.1,0.009048464,33.68827689271151,Off T,Right Foot,Open Play
Manchester United,Jesse Lingard,115.8,29.2,0.119397655,11.58792474949678,Goal,Right Foot,Open Play
Newcastle United,Fabricio Coloccini,89.8,38.0,0.020350127,30.26615271222955,Off T,Right Foot,Open Play
Newcastle United,Georginio Wijnaldum,105.1,36.0,0.1696432,15.427572718998935,Goal,Right Foot,Open Play
Manchester United,Anthony Martial,100.5,53.5,0.036291033,23.717082451262844,Blocked,Left Foot,Open Play
Manchester United,Chris Smalling,113.4,27.2,0.016627738,14.40138882191575,Off T,Head,Open Play
Newcastle United,Moussa Sissoko,113.1,29.7,0.3093117,12.397580409095966,Saved,Left Foot,Open Play
Newcastle United,Daryl Janmaat,82.1,39.3,0.0064167287,37.90646382874563,Off T,Right Foot,Open Play
Manchester United,Jesse Lingard,107.7,33.2,0.3885958,14.05453663412636,Off T,Right Foot,Open Play
Newcastle United,Georginio Wijnaldum,112.2,51.8,0.05352978,14.144963768069534,Blocked,Right Foot,Open Play
Newcastle United,Jack Colback,104.3,22.8,0.031295687,23.28797973204202,Off T,Left Foot,Open Play
Newcastle United,Aleksandar Mitrović,107.8,39.8,0.7835,12.201639234135717,Goal,Right Foot,Penalty
Newcastle United,Georginio Wijnaldum,106.4,45.9,0.13657023,14.82464164828276,Blocked,Right Foot,Open Play
Newcastle United,Aleksandar Mitrović,108.2,44.6,0.1483992,12.664912159190049,Blocked,Left Foot,Open Play
Newcastle United,Ayoze Pérez Gutiérrez,100.9,39.9,0.057190917,19.10026177831078,Blocked,Right Foot,Open Play
Newcastle United,Ayoze Pérez Gutiérrez,97.9,36.1,0.04074426,22.441479452121683,Saved,Right Foot,Open Play
Newcastle United,Aleksandar Mitrović,102.1,49.6,0.05727672,20.311819219360935,Off T,Left Foot,Open Play
Manchester United,Memphis Depay,97.9,35.8,0.0597662,22.495555116511344,Blocked,Right Foot,Open Play
Manchester United,Wayne Mark Rooney,99.4,43.9,0.07175032,20.9659247351506,Goal,Right Foot,Open Play
Manchester United,Marouane Fellaini-Bakkioui,111.1,45.1,0.1555629,10.257680049601865,Saved,Head,Open Play
Newcastle United,Paul Dummett,101.9,35.1,0.05196433,18.751533270642156,Goal,Left Foot,Open Play
Crystal Palace,Chung-Yong Lee,97.2,42.8,0.030273125,22.971286424577965,Off T,Right Foot,Open Play
AFC Bournemouth,Matt Ritchie,96.8,45.2,0.038489994,23.77561776274173,Blocked,Left Foot,Open Play
AFC Bournemouth,Benik Afobe,114.2,45.9,0.18870686,8.273451516749219,Wayward,Right Foot,Open Play
Crystal Palace,Scott Dann,115.9,41.1,0.6871853,4.24499705535822,Goal,Right Foot,Open Play
AFC Bournemouth,Marc Pugh,103.4,37.0,0.06262898,16.86890630716763,Goal,Right Foot,Open Play
AFC Bournemouth,Matt Ritchie,88.4,40.0,0.01581218,31.599999999999994,Blocked,Right Foot,Open Play
Crystal Palace,Wilfried Zaha,106.8,42.4,0.06436181,13.41640786499874,Off T,Left Foot,Open Play
Crystal Palace,James McArthur,95.3,43.9,0.041301034,25.00599928017275,Off T,Right Foot,Open Play
Crystal Palace,Pape N''Diaye Souaré,108.4,30.4,0.0949151,15.057224179774966,Off T,Left Foot,Open Play
Crystal Palace,Jason Puncheon,102.8,33.5,0.07265934,18.38722382525432,Blocked,Left Foot,Open Play
AFC Bournemouth,Harry Arter,100.8,25.7,0.052902445,23.94013366712893,Off T,Right Foot,Free Kick
Crystal Palace,Jason Puncheon,100.7,46.7,0.042615566,20.429880077964235,Blocked,Left Foot,Open Play
AFC Bournemouth,Matt Ritchie,104.1,38.5,0.110408984,15.970597985047403,Saved,Left Foot,Open Play
AFC Bournemouth,Benik Afobe,112.8,39.6,0.24660295,7.211102550927981,Goal,Head,Open Play
Crystal Palace,Chung-Yong Lee,102.9,40.3,0.06798618,17.102631376487064,Blocked,Right Foot,Open Play
Crystal Palace,Mile Jedinak,101.4,40.2,0.04684166,18.60107523773827,Off T,Right Foot,Open Play
AFC Bournemouth,Harry Arter,95.0,35.5,0.036109384,25.401771591761076,Saved,Left Foot,Open Play
Crystal Palace,Emmanuel Adebayor,111.7,46.0,0.05644485,10.241581909060727,Wayward,Head,Open Play
Crystal Palace,Jason Puncheon,94.5,47.5,0.019818308,26.580067720004024,Saved,Left Foot,Open Play
Crystal Palace,Marouane Chamakh,110.7,35.6,0.20863311,10.288342918079662,Saved,Right Foot,Open Play
Crystal Palace,Jason Puncheon,97.1,59.1,0.008998801,29.819792085123606,Saved,Left Foot,Open Play
Crystal Palace,Emmanuel Adebayor,113.3,47.6,0.10069718,10.131633629380804,Off T,Right Foot,Open Play
Chelsea,Gary Cahill,112.2,42.6,0.06914524,8.221921916437784,Off T,Head,Open Play
Tottenham Hotspur,Danny Rose,91.7,29.1,0.02878644,30.326556019436165,Off T,Left Foot,Open Play
Tottenham Hotspur,Christian Dannemann Eriksen,93.5,29.2,0.03566714,28.616254122438875,Blocked,Right Foot,Open Play
Chelsea,Francesc Fàbregas i Soler,113.9,49.3,0.042362936,11.12205017071942,Blocked,Right Foot,Open Play
Tottenham Hotspur,Heung-Min Son,115.2,24.7,0.01508619,16.035273617871322,Blocked,Left Foot,Open Play
Tottenham Hotspur,Christian Dannemann Eriksen,110.1,24.1,0.026383933,18.73018953454556,Off T,Right Foot,Open Play
Chelsea,Francesc Fàbregas i Soler,103.0,49.8,0.0861399,19.622436138257655,Off T,Right Foot,Open Play
Tottenham Hotspur,Heung-Min Son,99.3,37.0,0.092125736,20.916261616264034,Off T,Left Foot,Open Play
Tottenham Hotspur,Harry Kane,83.4,43.4,0.009294703,36.75758425141673,Off T,Right Foot,Free Kick
Chelsea,Diego da Silva Costa,98.7,29.3,0.045605212,23.836526592605725,Saved,Left Foot,Open Play
Tottenham Hotspur,Harry Kane,112.2,36.0,0.91247964,8.765842800324448,Goal,Left Foot,Open Play
Chelsea,Francesc Fàbregas i Soler,108.9,55.4,0.052599855,18.983413813115906,Off T,Right Foot,Open Play
Tottenham Hotspur,Erik Lamela,106.8,44.2,0.09001297,13.852075656738238,Blocked,Left Foot,Open Play
Tottenham Hotspur,Heung-Min Son,112.9,36.0,0.18228947,8.149233092751729,Blocked,Left Foot,Open Play
Chelsea,Willian Borges da Silva,102.9,50.8,0.05316229,20.2249845488198,Off T,Right Foot,Open Play
Tottenham Hotspur,Heung-Min Son,107.2,48.7,0.47059795,15.476756766196203,Goal,Right Foot,Open Play
Tottenham Hotspur,Harry Kane,108.4,35.9,0.035726555,12.303251602726812,Saved,Head,Open Play
Tottenham Hotspur,Harry Kane,109.4,22.7,0.018926624,20.289159667172022,Saved,Right Foot,Open Play
Chelsea,Eden Hazard,101.7,21.8,0.018449865,25.809494377069843,Saved,Right Foot,Open Play
Tottenham Hotspur,Heung-Min Son,101.0,34.4,0.047364485,19.808079159777204,Off T,Left Foot,Open Play
Chelsea,Gary Cahill,110.7,41.2,0.08820918,9.377099764852668,Goal,Left Foot,Open Play
Chelsea,Willian Borges da Silva,107.4,51.3,0.09917369,16.924833824885837,Saved,Left Foot,Open Play
Tottenham Hotspur,Harry Kane,96.6,52.3,0.04607704,26.43577122007225,Blocked,Right Foot,Open Play
Chelsea,Branislav Ivanović,105.7,40.2,0.047366593,14.301398533010676,Off T,Head,Open Play
Tottenham Hotspur,Ryan Mason,102.5,42.9,0.25060338,17.738658348364456,Saved,Right Foot,Open Play
Tottenham Hotspur,Christian Dannemann Eriksen,110.5,28.0,0.05953303,15.305227865013967,Blocked,Left Foot,Open Play
Chelsea,Eden Hazard,104.8,31.8,0.11886198,17.270784579746227,Goal,Right Foot,Open Play
Chelsea,Willian Borges da Silva,106.0,57.9,0.016742082,22.724656213021134,Blocked,Right Foot,Open Play
Chelsea,Eden Hazard,95.6,30.7,0.036918975,26.11225765804252,Blocked,Right Foot,Open Play
Manchester United,Juan Manuel Mata García,99.7,32.4,0.060820233,21.676023620581333,Blocked,Left Foot,Open Play
Manchester United,Marouane Fellaini-Bakkioui,109.7,42.7,0.049667645,10.64800450788785,Blocked,Head,Open Play
Manchester United,Wayne Mark Rooney,92.6,39.3,0.029971793,27.408940147331496,Saved,Right Foot,Open Play
Stoke City,Ibrahim Afellay,97.8,44.8,0.04733004,22.71299187689724,Blocked,Right Foot,Open Play
Manchester United,Juan Manuel Mata García,109.3,27.9,0.106588274,16.152399202595262,Off T,Left Foot,Open Play
Manchester United,Jesse Lingard,113.3,46.3,0.3898744,9.196738552334734,Goal,Head,Open Play
Manchester United,Anthony Martial,111.6,28.5,0.1362944,14.241137595009752,Off T,Right Foot,Open Play
Stoke City,Glen Johnson,106.4,40.9,0.14477822,13.629746879527875,Blocked,Right Foot,Open Play
Manchester United,Anthony Martial,93.9,30.2,0.029411294,27.879203718901294,Saved,Right Foot,Open Play
Manchester United,Anthony Martial,103.8,27.9,0.06795269,20.220039564748635,Goal,Right Foot,Open Play
Stoke City,Marko Arnautović,93.2,28.4,0.026718842,29.202739597510366,Off T,Right Foot,Open Play
Stoke City,Ibrahim Afellay,98.6,41.3,0.041349653,21.43944961980135,Off T,Left Foot,Open Play
Stoke City,Ibrahim Afellay,91.1,35.0,0.023639344,29.329336848964047,Blocked,Left Foot,Open Play
Stoke City,Jonathan Walters,109.9,40.4,0.1974958,10.107917688624097,Off T,Left Foot,Open Play
Manchester United,Anthony Martial,107.6,27.5,0.051452864,17.607100840286005,Blocked,Right Foot,Open Play
Manchester United,Juan Manuel Mata García,106.2,36.2,0.16181633,14.313629868066307,Blocked,Left Foot,Open Play
Manchester United,Juan Manuel Mata García,113.3,41.9,0.34389693,6.964194138592061,Off T,Head,Open Play
Manchester United,Juan Manuel Mata García,105.0,42.9,0.09859024,15.277761616153068,Blocked,Left Foot,Open Play
Stoke City,Erik Pieters,99.3,22.0,0.018048937,27.43155117743071,Blocked,Left Foot,Open Play
Stoke City,Marko Arnautović,98.8,39.4,0.07194416,21.20848886648929,Off T,Right Foot,Open Play
Manchester United,Wayne Mark Rooney,114.7,43.0,0.844787,6.0901559914340435,Goal,Right Foot,Open Play
Manchester United,Anthony Martial,106.2,25.5,0.07443627,20.01724256734678,Off T,Left Foot,Open Play
Stoke City,Phil Bardsley,87.9,48.6,0.020397937,33.23206283094686,Off T,Right Foot,Open Play
Stoke City,Glen Johnson,92.7,50.3,0.02491505,29.178416680827624,Blocked,Left Foot,Open Play
Manchester United,Wayne Mark Rooney,95.8,22.9,0.014938502,29.631908477180477,Off T,Right Foot,Open Play
Sunderland,Fabio Borini,96.2,23.4,0.015170088,29.017236257093817,Blocked,Right Foot,Open Play
Manchester City,Sergio Leonel Agüero del Castillo,93.2,50.7,0.014980661,28.857061527466723,Off T,Right Foot,Open Play
Manchester City,Jesús Navas González,103.9,61.3,0.008881683,26.700187265260887,Blocked,Right Foot,Open Play
Manchester City,Sergio Leonel Agüero del Castillo,110.8,35.2,0.3931965,10.376897416858279,Goal,Right Foot,Open Play
Manchester City,Sergio Leonel Agüero del Castillo,100.4,30.3,0.034240603,21.868927728629032,Blocked,Right Foot,Open Play
Manchester City,Fernando Luiz Rosa,111.2,40.6,0.0696508,8.820430828479976,Off T,Head,Open Play
Sunderland,Lamine Koné,110.1,40.1,0.099754065,9.900505037623088,Off T,Head,Open Play
Sunderland,Jan Kirchhoff,103.6,34.8,0.071382575,17.20465053408526,Wayward,Right Foot,Open Play
Manchester City,Gnégnéri Yaya Touré,107.5,23.2,0.021324355,20.940152817016404,Off T,Left Foot,Open Play
Sunderland,Jermain Defoe,109.0,46.9,0.39822468,12.984991336154213,Saved,Left Foot,Open Play
Sunderland,Billy Jones,119.1,46.5,0.17652962,6.5620118866091675,Post,Right Foot,Open Play
Manchester City,Sergio Leonel Agüero del Castillo,101.4,27.5,0.04043981,22.41004239174928,Saved,Right Foot,Open Play
Sunderland,Lee Cattermole,100.1,32.1,0.03892851,21.410744966021156,Off T,Left Foot,Open Play
Sunderland,Billy Jones,98.5,54.0,0.03634674,25.656383221335,Saved,Right Foot,Open Play
Sunderland,John O''Shea,109.1,48.1,0.09473919,13.580132547217652,Off T,Left Foot,Open Play
Sunderland,Wahbi Khazri,94.4,25.9,0.039189298,29.226186887789513,Blocked,Right Foot,Free Kick
Sunderland,Dame N''Doye,109.0,43.9,0.10026697,11.670903992407785,Blocked,Right Foot,Open Play
Sunderland,Yann Gérard M''Vila,95.8,55.3,0.026853444,28.63092733391638,Off T,Right Foot,Open Play
Sunderland,Jan Kirchhoff,115.1,46.5,0.08830925,8.140024569987492,Blocked,Head,Open Play
Sunderland,Wahbi Khazri,94.5,22.7,0.0080411825,30.814606925936925,Blocked,Right Foot,Open Play
Sunderland,Jermain Defoe,108.9,38.5,0.06242784,11.200892821556677,Off T,Right Foot,Open Play
Newcastle United,Aleksandar Mitrović,111.0,42.4,0.23483832,9.314504817756013,Off T,Right Foot,Open Play
Sunderland,Jack Rodwell,112.1,37.3,0.08327385,8.348652585896726,Saved,Head,Open Play
Sunderland,Lamine Koné,107.4,40.5,0.030241445,12.609916732476858,Off T,Head,Open Play
Newcastle United,Moussa Sissoko,117.4,34.2,0.2077493,6.356099432828276,Wayward,Left Foot,Open Play
Newcastle United,Jonjo Shelvey,94.6,42.1,0.02615481,25.48666317900404,Off T,Left Foot,Open Play
Sunderland,Jermain Defoe,110.5,45.2,0.088924214,10.830050784737809,Off T,Right Foot,Open Play
Newcastle United,Andros Townsend,96.6,45.6,0.056886513,24.060756430336937,Saved,Left Foot,Open Play
Sunderland,Wahbi Khazri,107.1,57.0,0.0404197,21.34033739189707,Off T,Right Foot,Open Play
Newcastle United,Jonjo Shelvey,99.4,42.0,0.09733806,20.696859665176255,Off T,Right Foot,Free Kick
Sunderland,Wahbi Khazri,86.5,34.0,0.023834497,34.03307215048327,Off T,Right Foot,Free Kick
Newcastle United,Chancel Mbemba Mangulu,92.7,53.8,0.023575447,30.589704150252906,Off T,Right Foot,Open Play
Sunderland,Jack Rodwell,93.0,34.8,0.02770899,27.49618155308115,Off T,Right Foot,Open Play
Sunderland,Fabio Borini,98.5,54.4,0.024505181,25.876823607235874,Saved,Right Foot,Open Play
Sunderland,Jermain Defoe,112.0,31.2,0.07493959,11.892854997854805,Goal,Left Foot,Open Play
Newcastle United,Aleksandar Mitrović,114.4,39.4,0.12238222,5.632051136131484,Wayward,Head,Open Play
Newcastle United,Ayoze Pérez Gutiérrez,115.6,32.4,0.18736552,8.781799360040063,Blocked,Right Foot,Open Play
